Statistics,Статистика,
Telegram,Telegram,
Username,Имя пользователя,
Combined Production Methods,Комбинация видов производства,
Example: DTF Printing + Embroidery,Пример: DTF-печать + вышивка,
Paid amount cannot exceed the order total.,Оплаченная сумма не может превышать стоимость заказа.,
Application row {0} must have a quantity greater than zero.,В строке нанесения {0} количество должно быть больше нуля.,
Order item {0} cannot have a negative rate.,В изделии {0} цена не может быть отрицательной.,
Order item {0} must have a quantity greater than zero.,В изделии {0} количество должно быть больше нуля.,
Channel Link Code,Код связи каналов,
Channel link code,Код связи каналов,
Create channel link code,Создать код связи каналов,
Send this code as the first message in the new channel,Отправьте этот код первым сообщением в новом канале.,
Send this code to the client and ask them to send it as the first message in the new channel. The conversation will be linked without creating another lead.,Отправьте этот код клиенту и попросите прислать его первым сообщением в новом канале. Переписка будет связана без создания ещё одного лида.,
Valid until {0},Действует до {0},
Channel link code copied,Код связи каналов скопирован.,
Failed to create channel link code,Не удалось создать код связи каналов.,
Channel link code is invalid,Неверный код связи каналов.,
Channel link code has already been used,Код связи каналов уже использован.,
Channel link code has expired,Срок действия кода связи каналов истёк.,
Expires At,Действует до,
Used At,Использован,
Used Channel,Канал использования,
Used External User ID,Внешний идентификатор пользователя,
An external identity must be linked to a lead or contact,Внешний идентификатор должен быть связан с лидом или контактом.,
"An external identity must be linked to a lead, contact, or deal","Внешний идентификатор должен быть связан с лидом, контактом или сделкой.",
"A conversation must be linked to a lead, contact, or deal","Переписка должна быть связана с лидом, контактом или сделкой.",
New Product,Новое изделие,
Select an order item,Выберите изделие заказа,
Select an order item for application row {0}.,Выберите изделие заказа в строке нанесения {0}.,
Column Width,Ширина столбца,
Higher values make the column wider.,Чем больше число — тем шире столбец.,
Select option,Выберите значение,
